,MAO,ITA,BOR,MNC
2016-01-01,17.54,4.52,11.63,9.17
2016-01-02,17.62,4.56,11.81,9.25
2016-01-03,17.72,4.61,11.95,9.35
2016-01-04,17.80,4.67,12.05,9.46
2016-01-05,17.91,4.76,12.17,9.57
2016-01-06,18.00,4.85,12.30,9.70
2016-01-07,18.12,4.95,12.42,9.81
2016-01-08,18.24,5.04,12.52,9.91
2016-01-09,18.35,5.13,12.65,9.99
2016-01-10,18.46,5.24,12.82,10.09
2016-01-11,18.58,5.35,12.97,10.26
2016-01-12,18.71,5.46,13.13,10.40
2016-01-13,18.82,5.56,13.21,10.51
2016-01-14,18.92,5.66,13.33,10.61
2016-01-15,19.04,5.77,13.38,10.72
2016-01-16,19.14,5.87,13.42,10.81
2016-01-17,19.24,5.96,13.46,10.90
2016-01-18,19.35,6.05,13.53,10.98
2016-01-19,19.45,6.14,13.60,11.07
2016-01-20,19.52,6.21,13.72,11.16
2016-01-21,19.61,6.28,13.84,11.24
2016-01-22,19.73,6.36,14.00,11.29
2016-01-23,19.81,6.44,14.17,11.36
2016-01-24,19.89,6.52,14.33,11.42
2016-01-25,19.98,6.58,14.44,11.45
2016-01-26,20.04,6.65,14.58,11.49
2016-01-27,20.08,6.68,14.63,11.51
2016-01-28,20.11,6.73,14.71,11.52
2016-01-29,20.12,6.78,14.72,11.52
2016-01-30,20.13,6.80,14.72,11.53
2016-01-31,20.13,6.81,14.72,11.52
2016-02-01,20.13,6.81,14.66,11.50
2016-02-02,20.14,6.81,14.51,11.48
2016-02-03,20.14,6.81,14.50,11.46
2016-02-04,20.13,6.81,14.50,11.41
2016-02-05,20.10,6.78,14.54,11.36
2016-02-06,20.07,6.79,14.60,11.31
2016-02-07,20.05,6.77,14.67,11.27
2016-02-08,20.03,6.79,14.76,11.22
2016-02-09,20.00,6.75,14.87,11.15
2016-02-10,19.97,6.75,15.04,11.09
2016-02-11,19.95,6.79,15.14,11.03
2016-02-12,19.91,6.80,15.29,10.98
2016-02-13,19.87,6.80,15.38,10.92
2016-02-14,19.83,6.80,15.46,10.88
2016-02-15,19.78,6.80,15.53,10.82
2016-02-16,19.74,6.80,15.54,10.75
2016-02-17,19.70,6.80,15.54,10.73
2016-02-18,19.68,6.80,15.52,10.70
2016-02-19,19.68,6.80,15.52,10.69
2016-02-20,19.68,6.79,15.52,10.70
2016-02-21,19.67,6.75,15.50,10.71
2016-02-22,19.66,6.75,15.48,10.74
2016-02-23,19.63,6.72,15.45,10.77
2016-02-24,19.61,6.70,15.42,10.84
2016-02-25,19.63,6.73,15.40,10.92
2016-02-26,19.65,6.80,15.45,11.01
2016-02-27,19.71,6.84,15.48,11.10
2016-02-28,19.77,6.97,15.51,11.21
2016-02-29,19.84,6.98,15.56,11.31
2016-03-01,19.94,7.03,15.60,11.44
2016-03-02,20.03,7.12,15.66,11.56
2016-03-03,20.16,7.20,15.74,11.69
2016-03-04,20.24,7.28,15.80,11.81
2016-03-05,20.32,7.34,15.95,11.91
2016-03-06,20.40,7.40,16.07,12.07
2016-03-07,20.49,7.49,16.17,12.21
2016-03-08,20.65,7.57,16.27,12.36
2016-03-09,20.85,7.77,16.42,12.49
2016-03-10,21.04,7.93,16.54,12.63
2016-03-11,21.19,8.06,16.63,12.75
2016-03-12,21.34,8.17,16.74,12.87
2016-03-13,21.47,8.30,16.84,12.99
2016-03-14,21.59,8.44,16.93,13.11
2016-03-15,21.73,8.60,17.09,13.23
2016-03-16,21.84,8.75,17.18,13.32
2016-03-17,21.95,8.84,17.27,13.40
2016-03-18,22.06,8.93,17.36,13.51
2016-03-19,22.16,9.02,17.43,13.62
2016-03-20,22.26,9.07,17.53,13.70
2016-03-21,22.35,9.13,17.57,13.82
2016-03-22,22.43,9.25,17.65,13.89
2016-03-23,22.55,9.33,17.69,14.00
2016-03-24,22.64,9.46,17.74,14.08
2016-03-25,22.74,9.52,17.76,14.16
2016-03-26,22.83,9.56,17.85,14.24
2016-03-27,22.91,9.62,17.89,14.32
2016-03-28,22.99,9.67,17.94,14.39
2016-03-29,23.10,9.73,17.96,14.49
2016-03-30,23.22,9.85,18.03,14.58
2016-03-31,23.30,10.03,18.05,14.67
2016-04-01,23.38,10.13,18.11,14.76
2016-04-02,23.40,10.18,18.15,14.85
2016-04-03,23.42,10.28,18.20,14.90
2016-04-04,23.45,10.36,18.25,14.98
2016-04-05,23.51,10.41,18.29,15.05
2016-04-06,23.60,10.46,18.34,15.11
2016-04-07,23.68,10.54,18.38,15.17
2016-04-08,23.73,10.59,18.43,15.21
2016-04-09,23.78,10.63,18.47,15.28
2016-04-10,23.84,10.68,18.48,15.34
2016-04-11,23.90,10.74,18.49,15.41
2016-04-12,23.99,10.84,18.50,15.51
2016-04-13,24.29,10.90,18.50,15.60
2016-04-14,24.41,10.96,18.50,15.68
2016-04-15,24.48,10.98,18.50,15.74
2016-04-16,24.54,11.01,18.52,15.80
2016-04-17,24.59,11.05,18.52,15.84
2016-04-18,24.64,11.09,18.52,15.89
2016-04-19,24.71,11.15,18.52,15.97
2016-04-20,24.79,11.19,18.50,16.06
2016-04-21,24.86,11.23,18.50,16.13
2016-04-22,24.93,11.27,18.50,16.21
2016-04-23,25.00,11.31,18.50,16.27
2016-04-24,25.06,11.35,18.50,16.33
2016-04-25,25.12,11.40,18.50,16.41
2016-04-26,25.21,11.43,18.54,16.47
2016-04-27,25.26,11.47,18.54,16.51
2016-04-28,25.30,11.50,18.54,16.57
2016-04-29,25.37,11.56,18.54,16.62
2016-04-30,25.44,11.61,18.55,16.69
2016-05-01,25.51,11.65,18.56,16.75
2016-05-02,25.57,11.69,18.56,16.81
2016-05-03,25.66,11.74,18.56,16.88
2016-05-04,25.72,11.77,18.57,16.94
2016-05-05,25.80,11.83,18.57,17.00
2016-05-06,25.87,11.89,18.55,17.06
2016-05-07,25.94,11.93,18.52,17.12
2016-05-08,26.01,11.98,18.52,17.19
2016-05-09,26.07,12.03,18.50,17.25
2016-05-10,26.13,12.00,18.50,17.31
2016-05-11,26.20,12.05,18.45,17.37
2016-05-12,26.29,12.11,18.43,17.45
2016-05-13,26.34,12.15,18.41,17.51
2016-05-14,26.40,12.18,18.38,17.54
2016-05-15,26.45,12.20,18.34,17.59
2016-05-16,26.50,12.21,18.28,17.63
2016-05-17,26.54,12.25,18.21,17.66
2016-05-18,26.58,12.27,18.16,17.69
2016-05-19,26.61,12.30,18.14,17.73
2016-05-20,26.66,12.31,18.10,17.78
2016-05-21,26.69,12.34,18.08,17.80
2016-05-22,26.72,12.35,18.06,17.82
2016-05-23,26.74,12.37,18.04,17.85
2016-05-24,26.79,12.38,18.05,17.89
2016-05-25,26.82,12.40,18.05,17.93
2016-05-26,26.85,12.43,18.03,17.96
2016-05-27,26.87,12.44,18.01,17.98
2016-05-28,26.90,12.44,17.99,17.99
2016-05-29,26.92,12.46,17.96,18.01
2016-05-30,26.94,12.47,17.92,18.03
2016-05-31,26.97,12.48,17.86,18.08
2016-06-01,26.99,12.48,17.77,18.10
2016-06-02,27.01,12.49,17.71,18.11
2016-06-03,27.04,12.50,17.58,18.14
2016-06-04,27.06,12.51,17.52,18.15
2016-06-05,27.08,12.51,17.47,18.16
2016-06-06,27.09,12.51,17.46,18.18
2016-06-07,27.10,12.50,17.43,18.18
2016-06-08,27.10,12.50,17.39,18.19
2016-06-09,27.11,12.50,17.35,18.21
2016-06-10,27.12,12.50,17.31,18.22
2016-06-11,27.13,12.50,17.19,18.23
2016-06-12,27.15,12.51,17.19,18.24
2016-06-13,27.17,12.52,17.16,18.25
2016-06-14,27.18,12.52,17.17,18.25
2016-06-15,27.19,12.52,17.14,18.26
2016-06-16,27.19,12.52,17.11,18.26
2016-06-17,27.18,12.52,17.11,18.26
2016-06-18,27.18,12.52,17.08,18.26
2016-06-19,27.18,12.49,17.06,18.26
2016-06-20,27.18,12.48,17.02,18.25
2016-06-21,27.17,12.48,16.96,18.25
2016-06-22,27.17,12.48,16.92,18.25
2016-06-23,27.17,12.48,16.88,18.26
2016-06-24,27.16,12.48,16.82,18.26
2016-06-25,27.16,12.48,16.77,18.26
2016-06-26,27.17,12.48,16.72,18.26
2016-06-27,27.18,12.48,16.66,18.25
2016-06-28,27.18,12.48,16.58,18.24
2016-06-29,27.18,12.46,16.52,18.24
2016-06-30,27.18,12.43,16.46,18.22
2016-07-01,27.17,12.42,16.38,18.21
2016-07-02,27.17,12.40,16.32,18.19
2016-07-03,27.16,12.38,16.25,18.17
2016-07-04,27.15,12.37,16.20,18.15
2016-07-05,27.13,12.34,16.15,18.14
2016-07-06,27.12,12.33,16.12,18.12
2016-07-07,27.11,12.32,16.08,18.11
2016-07-08,27.10,12.31,16.04,18.09
2016-07-09,27.09,12.28,16.05,18.06
2016-07-10,27.08,12.28,15.96,18.04
2016-07-11,27.07,12.28,15.93,18.01
2016-07-12,27.06,12.25,15.91,17.98
2016-07-13,27.04,12.22,15.91,17.95
2016-07-14,27.02,12.20,15.87,17.92
2016-07-15,27.01,12.18,15.79,17.89
2016-07-16,26.99,12.15,15.77,17.87
2016-07-17,26.97,12.11,15.68,17.83
2016-07-18,26.94,12.09,15.62,17.79
2016-07-19,26.91,12.06,15.63,17.76
2016-07-20,26.87,12.04,15.58,17.75
2016-07-21,26.85,12.02,15.52,17.74
2016-07-22,26.83,12.01,15.46,17.70
2016-07-23,26.81,12.00,15.42,17.66
2016-07-24,26.79,11.98,15.38,17.64
2016-07-25,26.76,11.95,15.35,17.60
2016-07-26,26.75,11.93,15.31,17.56
2016-07-27,26.74,11.91,15.27,17.52
2016-07-28,26.72,11.89,15.22,17.47
2016-07-29,26.70,11.86,15.17,17.43
2016-07-30,26.67,11.77,15.11,17.39
2016-07-31,26.64,11.71,15.06,17.34
2016-08-01,26.60,11.69,14.98,17.29
2016-08-02,26.55,11.67,14.94,17.25
2016-08-03,26.50,11.64,14.91,17.20
2016-08-04,26.46,11.60,14.89,17.15
2016-08-05,26.43,11.57,14.83,17.09
2016-08-06,26.39,11.51,14.79,17.04
2016-08-07,26.34,11.47,14.73,16.97
2016-08-08,26.29,11.43,14.67,16.90
2016-08-09,26.23,11.39,14.61,16.69
2016-08-10,26.17,11.35,14.56,16.62
2016-08-11,26.10,11.29,14.48,16.61
2016-08-12,26.05,11.24,14.40,16.59
2016-08-13,26.00,11.15,14.31,16.55
2016-08-14,25.95,11.16,14.25,16.51
2016-08-15,25.89,11.10,14.22,16.46
2016-08-16,25.82,11.02,14.19,16.41
2016-08-17,25.76,10.97,14.15,16.35
2016-08-18,25.69,10.94,14.10,16.28
2016-08-19,25.60,10.87,14.03,16.20
2016-08-20,25.53,10.81,13.93,16.12
2016-08-21,25.46,10.76,13.83,16.05
2016-08-22,25.38,10.69,13.77,15.91
2016-08-23,25.31,10.62,13.72,15.82
2016-08-24,25.22,10.55,13.69,15.72
2016-08-25,25.13,10.49,13.63,15.61
2016-08-26,25.03,10.44,13.57,15.54
2016-08-27,24.93,10.36,13.45,15.43
2016-08-28,24.82,10.29,13.48,15.32
2016-08-29,24.70,10.18,13.34,15.22
2016-08-30,24.61,10.10,13.23,15.12
2016-08-31,24.51,10.06,13.16,15.01
2016-09-01,24.38,9.90,13.02,14.89
2016-09-02,24.26,9.80,12.93,14.76
2016-09-03,24.13,9.72,12.83,14.63
2016-09-04,24.00,9.63,12.74,14.49
2016-09-05,23.86,9.54,12.62,14.35
2016-09-06,23.71,9.39,12.54,14.21
2016-09-07,23.57,9.24,12.42,14.04
2016-09-08,23.43,9.16,12.32,13.89
2016-09-09,23.30,9.05,12.20,13.73
2016-09-10,23.13,8.93,12.12,13.57
2016-09-11,22.96,8.80,11.98,13.37
2016-09-12,22.78,8.66,11.82,13.17
2016-09-13,22.60,8.53,11.70,12.97
2016-09-14,22.41,8.37,11.54,12.77
2016-09-15,22.22,8.17,11.44,12.56
2016-09-16,22.02,8.05,11.37,12.33
2016-09-17,21.83,7.94,11.30,12.13
2016-09-18,21.63,7.89,11.06,11.89
2016-09-19,21.43,7.66,10.84,11.65
2016-09-20,21.23,7.48,10.69,11.44
2016-09-21,21.01,7.35,10.50,11.22
2016-09-22,20.80,7.18,10.36,11.00
2016-09-23,20.64,7.03,10.24,10.79
2016-09-24,20.46,6.87,10.11,10.60
2016-09-25,20.28,6.76,10.04,10.40
2016-09-26,20.09,6.57,9.94,10.22
2016-09-27,19.89,6.39,9.88,10.02
2016-09-28,19.74,6.22,9.85,9.83
2016-09-29,19.57,6.14,9.74,9.68
2016-09-30,19.42,5.97,9.67,9.54
2016-10-01,19.29,5.84,9.60,9.44
2016-10-02,19.17,5.76,9.56,9.35
2016-10-03,19.05,5.60,9.48,9.26
2016-10-04,18.94,5.50,9.42,9.23
2016-10-05,18.84,5.40,9.35,9.17
2016-10-06,18.74,5.30,9.28,9.12
2016-10-07,18.65,5.23,9.13,9.09
2016-10-08,18.59,5.16,9.04,9.06
2016-10-09,18.54,5.11,8.96,9.04
2016-10-10,18.49,5.02,8.93,9.02
2016-10-11,18.43,4.96,8.90,9.01
2016-10-12,18.38,4.90,8.88,9.01
2016-10-13,18.34,4.85,8.84,9.00
2016-10-14,18.30,4.82,8.81,9.00
2016-10-15,18.26,4.80,8.76,9.00
2016-10-16,18.22,4.77,8.72,9.02
2016-10-17,18.19,4.79,8.72,9.02
2016-10-18,18.17,4.78,8.72,9.02
2016-10-19,18.16,4.87,8.72,9.03
2016-10-20,18.16,4.76,8.73,9.04
2016-10-21,18.16,4.70,8.73,9.06
2016-10-22,18.16,4.73,8.73,9.08
2016-10-23,18.16,4.72,8.73,9.11
2016-10-24,18.17,4.73,8.73,9.13
2016-10-25,18.18,4.71,8.73,9.14
2016-10-26,18.19,4.68,8.73,9.18
2016-10-27,18.20,4.68,8.73,9.20
2016-10-28,18.20,4.68,8.73,9.21
2016-10-29,18.22,4.73,8.76,9.24
2016-10-30,18.25,4.76,8.83,9.26
2016-10-31,18.28,4.80,8.91,9.28
2016-11-01,18.31,4.80,9.02,9.28
2016-11-02,18.32,4.80,9.09,9.29
2016-11-03,18.32,4.80,9.13,9.29
2016-11-04,18.32,4.80,9.23,9.27
2016-11-05,18.32,4.80,9.30,9.24
2016-11-06,18.31,4.80,9.35,9.23
2016-11-07,18.30,4.80,9.40,9.21
2016-11-08,18.29,4.78,9.51,9.26
2016-11-09,18.27,4.78,9.64,9.20
2016-11-10,18.25,4.78,9.76,9.14
2016-11-11,18.25,4.77,9.83,9.08
2016-11-12,18.22,4.76,9.86,9.02
2016-11-13,18.19,4.76,9.89,8.96
2016-11-14,18.15,4.75,9.93,8.89
2016-11-15,18.12,4.72,9.96,8.84
2016-11-16,18.10,4.71,9.97,8.78
2016-11-17,18.05,4.69,10.03,8.75
2016-11-18,17.99,4.68,10.05,8.77
2016-11-19,17.93,4.68,10.08,8.76
2016-11-20,17.88,4.68,10.09,8.75
2016-11-21,17.83,4.68,10.12,8.74
2016-11-22,17.83,4.66,10.15,8.73
2016-11-23,17.82,4.64,10.15,8.72
2016-11-24,17.82,4.62,10.18,8.72
2016-11-25,17.82,4.62,10.20,8.72
2016-11-26,17.82,4.60,10.22,8.71
2016-11-27,17.82,4.60,10.23,8.71
2016-11-28,17.82,4.60,10.24,8.66
2016-11-29,17.80,4.59,10.31,8.63
2016-11-30,17.78,4.56,10.39,8.59
2016-12-01,17.74,4.56,10.45,8.53
2016-12-02,17.71,4.55,10.50,8.55
2016-12-03,17.68,4.52,10.53,8.40
2016-12-04,17.65,4.49,10.53,8.32
2016-12-05,17.61,4.44,10.54,8.25
2016-12-06,17.54,4.42,10.54,8.17
2016-12-07,17.45,4.35,10.54,8.09
2016-12-08,17.39,4.34,10.52,7.99
2016-12-09,17.34,4.29,10.50,7.94
2016-12-10,17.29,4.26,10.48,7.95
2016-12-11,17.25,4.23,10.46,7.93
2016-12-12,17.22,4.22,10.42,7.91
2016-12-13,17.20,4.22,10.42,7.93
2016-12-14,17.20,4.23,10.52,7.85
2016-12-15,17.20,4.25,10.66,7.83
2016-12-16,17.21,4.30,10.72,7.94
2016-12-17,17.22,4.39,10.84,8.12
2016-12-18,17.24,4.47,10.90,8.31
2016-12-19,17.26,4.52,11.04,8.43
2016-12-20,17.32,4.61,11.18,8.60
2016-12-21,17.42,4.72,11.32,8.77
2016-12-22,17.60,4.86,11.48,8.99
2016-12-23,17.72,4.95,11.74,9.15
2016-12-24,17.87,5.06,11.99,9.33
2016-12-25,18.00,5.22,12.19,9.53
2016-12-26,18.18,5.36,12.32,9.71
2016-12-27,18.37,5.46,12.47,9.92
2016-12-28,18.60,5.67,12.64,10.10
2016-12-29,18.81,5.83,12.80,10.27
2016-12-30,19.01,6.19,12.92,10.43
2016-12-31,19.22,6.28,13.06,10.70
2017-01-01,19.44,6.36,13.28,10.91
2017-01-02,19.66,6.55,13.44,11.01
2017-01-03,19.92,6.73,13.58,11.20
2017-01-04,20.07,6.86,13.72,11.38
2017-01-05,20.25,6.99,13.85,11.52
2017-01-06,20.46,7.12,13.95,11.66
2017-01-07,20.53,7.27,14.14,11.80
2017-01-08,20.69,7.40,14.27,11.93
2017-01-09,20.85,7.51,14.39,12.08
2017-01-10,21.04,7.65,14.50,12.22
2017-01-11,21.25,7.77,14.52,12.34
2017-01-12,21.42,7.90,14.68,12.50
2017-01-13,21.57,8.02,14.79,12.65
2017-01-14,21.72,8.17,14.88,12.80
2017-01-15,21.87,8.27,14.95,12.94
2017-01-16,22.01,8.40,15.16,13.05
2017-01-17,22.16,8.49,15.38,13.19
2017-01-18,22.33,8.65,15.53,13.34
2017-01-19,22.48,8.80,15.72,13.46
2017-01-20,22.63,8.89,15.87,13.61
2017-01-21,22.76,8.98,16.07,13.72
2017-01-22,22.91,9.06,16.24,13.85
2017-01-23,23.06,9.16,16.41,14.00
2017-01-24,23.18,9.25,16.59,14.12
2017-01-25,23.29,9.37,16.61,14.22
2017-01-26,23.39,9.43,16.66,14.32
2017-01-27,23.51,9.56,16.71,14.43
2017-01-28,23.63,9.68,16.78,14.52
2017-01-29,23.75,9.80,16.84,14.62
2017-01-30,23.86,9.89,16.86,14.72
2017-01-31,23.95,9.97,16.91,14.83
2017-02-01,24.04,10.10,16.96,14.94
2017-02-02,24.15,10.21,17.03,15.02
2017-02-03,24.24,10.29,17.12,15.11
2017-02-04,24.33,10.37,17.17,15.22
2017-02-05,24.42,10.49,17.30,15.33
2017-02-06,24.50,10.54,17.39,15.41
2017-02-07,24.57,10.60,17.44,15.47
2017-02-08,24.63,10.73,17.50,15.57
2017-02-09,24.70,10.85,17.58,15.64
2017-02-10,24.77,10.87,17.60,15.71
2017-02-11,24.82,10.87,17.65,15.75
2017-02-12,24.87,10.93,17.72,15.80
2017-02-13,24.91,10.96,17.74,15.85
2017-02-14,24.96,10.99,17.77,15.90
2017-02-15,25.00,11.05,17.79,15.94
2017-02-16,25.05,11.12,17.80,15.97
2017-02-17,25.09,11.18,17.85,16.05
2017-02-18,25.14,11.24,17.91,16.09
2017-02-19,25.18,11.29,17.95,16.14
2017-02-20,25.22,11.32,18.04,16.18
2017-02-21,25.28,11.37,18.11,16.27
2017-02-22,25.33,11.44,18.20,16.30
2017-02-23,25.38,11.50,18.30,16.33
2017-02-24,25.42,11.54,18.41,16.40
2017-02-25,25.48,11.60,18.46,16.46
2017-02-26,25.53,11.65,18.50,16.51
2017-02-27,25.58,11.70,18.62,16.56
2017-02-28,25.63,11.76,18.75,16.60
2017-03-01,25.68,11.81,18.86,16.64
2017-03-02,25.72,11.85,18.91,16.67
2017-03-03,25.75,11.89,18.99,16.70
2017-03-04,25.79,11.95,19.09,16.75
2017-03-05,25.83,12.01,19.16,16.79
2017-03-06,25.86,12.06,19.21,16.85
2017-03-07,25.91,12.14,19.26,16.89
2017-03-08,25.98,12.20,19.33,16.95
2017-03-09,26.03,12.26,19.38,17.00
2017-03-10,26.09,12.27,19.44,17.05
2017-03-11,26.14,12.33,19.53,17.10
2017-03-12,26.18,12.37,19.60,17.14
2017-03-13,26.22,12.43,19.63,17.19
2017-03-14,26.29,12.50,19.66,17.25
2017-03-15,26.34,12.57,19.69,17.28
2017-03-16,26.39,12.60,19.73,17.33
2017-03-17,26.45,12.64,19.73,17.37
2017-03-18,26.52,12.67,19.73,17.42
2017-03-19,26.60,12.73,19.73,17.51
2017-03-20,26.68,12.81,19.79,17.59
2017-03-21,26.73,12.87,19.83,17.63
2017-03-22,26.79,12.89,19.85,17.67
2017-03-23,26.84,12.94,19.87,17.71
2017-03-24,26.88,12.94,19.92,17.75
2017-03-25,26.94,13.02,19.98,17.82
2017-03-26,27.00,13.04,20.01,17.87
2017-03-27,27.05,13.09,20.03,17.90
2017-03-28,27.09,13.14,20.08,17.94
2017-03-29,27.13,13.17,20.13,18.04
2017-03-30,27.19,13.22,20.17,18.08
2017-03-31,27.27,13.24,20.16,18.13
2017-04-01,27.34,13.27,20.27,18.19
2017-04-02,27.41,13.31,20.29,18.23
2017-04-03,27.47,13.37,20.30,18.29
2017-04-04,27.51,13.41,20.34,18.33
2017-04-05,27.56,13.46,20.35,18.38
2017-04-06,27.59,13.53,20.37,18.40
2017-04-07,27.63,13.55,20.40,18.44
2017-04-08,27.67,13.56,20.44,18.47
2017-04-09,27.70,13.60,20.46,18.51
2017-04-10,27.73,13.63,20.47,18.53
2017-04-11,27.77,13.66,20.48,18.58
2017-04-12,27.80,13.68,20.50,18.61
2017-04-13,27.82,13.70,20.51,18.64
2017-04-14,27.84,13.72,20.54,18.69
2017-04-15,27.86,13.75,20.57,18.72
2017-04-16,27.88,13.78,20.59,18.75
2017-04-17,27.89,13.81,20.59,18.78
2017-04-18,27.91,13.84,20.63,18.82
2017-04-19,27.93,13.85,20.64,18.85
2017-04-20,27.95,13.87,20.63,18.89
2017-04-21,27.99,13.90,20.62,18.97
2017-04-22,28.02,13.94,20.64,19.00
2017-04-23,28.05,13.97,20.65,19.04
2017-04-24,28.07,13.97,20.65,19.05
2017-04-25,28.10,13.98,20.67,19.08
2017-04-26,28.12,14.01,20.65,19.11
2017-04-27,28.16,14.02,20.63,19.13
2017-04-28,28.20,14.05,20.63,19.17
2017-04-29,28.24,14.09,20.65,19.20
2017-04-30,28.28,14.10,20.66,19.25
2017-05-01,28.33,14.13,20.64,19.29
2017-05-02,28.38,14.13,20.64,19.32
2017-05-03,28.41,14.16,20.70,19.36
2017-05-04,28.43,14.19,20.76,19.39
2017-05-05,28.47,14.21,20.72,19.42
2017-05-06,28.51,14.24,20.70,19.45
2017-05-07,28.55,14.26,20.71,19.49
2017-05-08,28.58,14.27,20.69,19.51
2017-05-09,28.62,14.29,20.69,19.54
2017-05-10,28.63,14.30,20.66,19.56
2017-05-11,28.65,14.32,20.63,19.59
2017-05-12,28.68,14.33,20.62,19.61
2017-05-13,28.71,14.33,20.61,19.63
2017-05-14,28.74,14.35,20.56,19.67
2017-05-15,28.76,14.36,20.54,19.68
2017-05-16,28.79,14.36,20.50,19.70
2017-05-17,28.80,14.36,20.46,19.72
2017-05-18,28.81,14.36,20.42,19.72
2017-05-19,28.83,14.36,20.39,19.74
2017-05-20,28.85,14.36,20.34,19.75
2017-05-21,28.87,14.35,20.30,19.77
2017-05-22,28.88,14.34,20.26,19.78
2017-05-23,28.90,14.34,20.26,19.80
2017-05-24,28.91,14.34,20.26,19.80
2017-05-25,28.91,14.34,20.22,19.81
2017-05-26,28.92,14.34,20.20,19.81
2017-05-27,28.93,14.34,20.18,19.82
2017-05-28,28.94,14.33,20.16,19.83
2017-05-29,28.95,14.32,20.14,19.84
2017-05-30,28.95,14.32,20.10,19.85
2017-05-31,28.96,14.32,20.10,19.87
2017-06-01,28.97,14.32,20.07,19.87
2017-06-02,28.99,14.32,20.05,19.89
2017-06-03,29.00,14.32,20.05,19.90
2017-06-04,29.00,14.32,20.04,19.91
2017-06-05,29.00,14.32,20.04,19.90
2017-06-06,28.99,14.32,20.00,19.90
2017-06-07,28.98,14.32,19.95,19.89
2017-06-08,28.96,14.30,19.93,19.90
2017-06-09,28.95,14.30,19.87,19.89
2017-06-10,28.94,14.28,19.78,19.88
2017-06-11,28.92,14.26,19.67,19.87
2017-06-12,28.90,14.25,19.68,19.86
2017-06-13,28.89,14.22,19.65,19.85
2017-06-14,28.87,14.20,19.58,19.83
2017-06-15,28.85,14.17,19.58,19.81
2017-06-16,28.82,14.14,19.47,19.80
2017-06-17,28.81,14.12,19.41,19.79
2017-06-18,28.80,14.10,19.34,19.78
2017-06-19,28.78,14.06,19.27,19.77
2017-06-20,28.75,14.01,19.18,19.74
2017-06-21,28.72,14.01,19.06,19.73
2017-06-22,28.70,13.98,19.03,19.71
2017-06-23,28.69,13.96,19.00,19.71
2017-06-24,28.68,13.96,18.95,19.69
2017-06-25,28.67,13.96,18.89,19.68
2017-06-26,28.66,13.93,18.84,19.65
2017-06-27,28.64,13.92,18.79,19.63
2017-06-28,28.61,13.89,18.69,19.61
2017-06-29,28.59,13.86,18.67,19.58
2017-06-30,28.57,13.84,18.49,19.56
2017-07-01,28.56,13.82,18.54,19.54
2017-07-02,28.55,13.80,18.49,19.52
2017-07-03,28.55,13.77,18.42,19.52
2017-07-04,28.55,13.76,18.37,19.50
2017-07-05,28.52,13.74,18.32,19.48
2017-07-06,28.48,13.70,18.22,19.45
2017-07-07,28.47,13.66,18.15,19.42
2017-07-08,28.45,13.60,18.07,19.39
2017-07-09,28.43,13.60,18.00,19.36
2017-07-10,28.40,13.60,17.94,19.32
2017-07-11,28.37,13.57,17.89,19.28
2017-07-12,28.34,13.54,17.85,19.25
2017-07-13,28.31,13.51,17.78,19.21
2017-07-14,28.29,13.48,17.74,19.17
2017-07-15,28.27,13.45,17.67,19.15
2017-07-16,28.24,13.42,17.62,19.10
2017-07-17,28.21,13.40,17.56,19.06
2017-07-18,28.17,13.36,17.47,19.02
2017-07-19,28.12,13.31,17.32,18.96
2017-07-20,28.08,13.27,17.28,18.93
2017-07-21,28.03,13.22,17.20,18.87
2017-07-22,28.00,13.19,17.15,18.82
2017-07-23,27.96,13.16,17.09,18.77
2017-07-24,27.92,13.14,17.03,18.72
2017-07-25,27.87,13.10,16.92,18.67
2017-07-26,27.82,13.02,16.84,18.61
2017-07-27,27.79,12.97,16.74,18.56
2017-07-28,27.74,12.94,16.66,18.50
2017-07-29,27.69,12.91,16.57,18.43
2017-07-30,27.63,12.87,16.50,18.37
2017-07-31,27.57,12.78,16.42,18.30
2017-08-01,27.51,12.75,16.33,18.23
2017-08-02,27.45,12.71,16.28,18.16
2017-08-03,27.40,12.65,16.17,18.08
2017-08-04,27.36,12.58,16.06,18.02
2017-08-05,27.32,12.50,16.04,17.92
2017-08-06,27.27,12.43,15.94,17.82
2017-08-07,27.22,12.37,15.86,17.73
2017-08-08,27.19,12.30,15.74,17.64
2017-08-09,27.17,12.22,15.66,17.54
2017-08-10,27.14,12.14,15.59,17.45
2017-08-11,27.07,12.09,15.49,17.35
2017-08-12,26.92,12.02,15.38,17.24
2017-08-13,26.77,11.94,15.29,17.11
2017-08-14,26.61,11.87,15.21,16.99
2017-08-15,26.44,11.81,15.14,16.87
2017-08-16,26.29,11.72,15.06,16.73
2017-08-17,26.18,11.67,14.88,16.59
2017-08-18,26.06,11.50,14.79,16.44
2017-08-19,25.93,11.41,14.69,16.28
2017-08-20,25.79,11.28,14.58,16.13
2017-08-21,25.65,11.14,14.44,15.91
2017-08-22,25.52,11.04,14.36,15.77
2017-08-23,25.36,10.96,14.31,15.59
2017-08-24,25.19,10.86,14.22,15.40
2017-08-25,25.04,10.76,14.12,15.21
2017-08-26,24.86,10.62,13.96,15.01
2017-08-27,24.68,10.41,13.78,14.78
2017-08-28,24.49,10.24,13.64,14.56
2017-08-29,24.29,10.11,13.55,14.32
